session,task,da,believes_is_better_than_partner_A_yes,believes_is_better_than_partner_A_no,believes_is_better_than_partner_B_yes,believes_is_better_than_partner_B_no,bored_with_game_A_yes,bored_with_game_A_no,bored_with_game_B_yes,bored_with_game_B_no,difficult_for_partner_to_speak_A_yes,difficult_for_partner_to_speak_A_no,difficult_for_partner_to_speak_B_yes,difficult_for_partner_to_speak_B_no,directs_the_conversation_A_yes,directs_the_conversation_A_no,directs_the_conversation_B_yes,directs_the_conversation_B_no,contributes_to_successful_completion_A_yes,contributes_to_successful_completion_A_no,contributes_to_successful_completion_B_yes,contributes_to_successful_completion_B_no,frustrated_with_partner_A_yes,frustrated_with_partner_A_no,frustrated_with_partner_B_yes,frustrated_with_partner_B_no,frustrated_with_game_A_yes,frustrated_with_game_A_no,frustrated_with_game_B_yes,frustrated_with_game_B_no,engaged_in_game_A_yes,engaged_in_game_A_no,engaged_in_game_B_yes,engaged_in_game_B_no,gives_encouragement_A_yes,gives_encouragement_A_no,gives_encouragement_B_yes,gives_encouragement_B_no,making_self_clear_A_yes,making_self_clear_A_no,making_self_clear_B_yes,making_self_clear_B_no,planning_what_to_say_A_yes,planning_what_to_say_A_no,planning_what_to_say_B_yes,planning_what_to_say_B_no,polite_A_yes,polite_A_no,polite_B_yes,polite_B_no,dislikes_partner_A_yes,dislikes_partner_A_no,dislikes_partner_B_yes,dislikes_partner_B_no,trying_to_be_liked_A_yes,trying_to_be_liked_A_no,trying_to_be_liked_B_yes,trying_to_be_liked_B_no,trying_to_dominate_A_yes,trying_to_dominate_A_no,trying_to_dominate_B_yes,trying_to_dominate_B_no,conversation_awkward_yes,conversation_awkward_no,flow_naturally_yes,flow_naturally_no,hard_time_understanding_each_other_yes,hard_time_understanding_each_other_no,like_more_A,like_more_B,rather_have_as_a_partner_A,rather_have_as_a_partner_B,directing_the_conversation_A,directing_the_conversation_B,dominates_the_conversation_A,dominates_the_conversation_B,likes_the_other_person_more_A,likes_the_other_person_more_B,acting_superior_A,acting_superior_B,more_polite_A,more_polite_B,more_frustrated_A,more_frustrated_B
3,9,"sd fo_o_fw_""_by_bc fo_o_fw_""_by_bc I- I- I- I- I- I- I- I- I- sd I- I- % I- I- % I- I- I- I- O I- b b O I- I- I- I- sd O I- b b O I- I- sd sd O b b O I- I- I- I- I- I- I- sd I- I- I- I- I- sd I- I- I- I- I- I- I- I- I- I- I- I- I- I- I- I- I- I- sd sd O b b O I- I- I- I- I- I- I- I- I- I- I- I- sd sd O b I- I- I- ba sd",1,4,0,5,2,3,0,5,0,5,0,5,4,1,0,5,4,1,4,1,0,5,0,5,0,5,0,5,3,2,5,0,2,3,3,2,4,1,4,1,2,3,0,5,5,0,5,0,0,5,0,5,0,5,1,4,2,3,0,5,0,5,5,0,1,4,3,2,4,1,5,0,5,0,2,3,5,0,3,2,5,0
3,10,"sd I- fo_o_fw_""_by_bc I- I- I- I- I- I- sd sd sd O O b b O I- I- I- I- I- I- I- I- I- I- I- I- I- I- I- I- I- I- I- I- I- sd sd sd O b b O I- I- I- % I- I- I- I- I- I- I- I- I- I- I- I- I- I- I- I- I- I- sd O I- b b O I- I- I- I- I- I- I- sd O I- b b O I- I- I- I- I- I- I- I- I- I- I- I- I- I- I- I- I- I- I- I- I- % O I- b b O I- I- I- I- I- I- I- I- I- I- I- I- I- I- I- I- I- I- I- I- I- sd sd % O b b O I- I- I- I- I- I- I- I- I- I- I- sd sd O b b O % sd O I- I- % I- I- I- I- I- I- I- I- I- I- I- I- I- sd I- I- I- I- I- qy I- % O I- I- I- I- I- I- I- I- sd sd O bk b O % % O I- I- sd I- I- I- I- O b b O I- I- I- sd O I- I- I- O I- % O I- % O sd % O b sd b I- % O b b O I- I- I- I- I- I- I- I- I- sd sd O b b O I- I- I- I- I- I- I- sd I- I- I- I- I- I- I- I- I- I- I- I- I- I- I- I- I- I- I- I- I- I- I- I- I- sd I- I- I- I- I- I- I- I- I- I- I- I- I- I- sd sd I- I- I- I- I- I- O b b O I- I- sd sd O b b O I- I- I- I- I- I- I- I- I- sd I- I- I- I- % O b b O I- I- I- I- I- I- I- I- I- I- % O I- % O I- I- % O I- I- I- O I- I- % O I- % I- % % O I- I- I- sd % O b I- I- % I- I- I- I- I- I- I- I- I- I- sd sd O b I- I- I- I- I- I- I- I- I- I- I- I- I- I- I- I- I- sd sd O b sd O I- I- I- I- I- I- I- I- I- I- I- I- I- I- I- I- I- I- I- I- I- I- I- I- I- I- I- I- I- I- I- I- I- I- I- I- I- I- I- I- I- sd I- I- I- I- I- % O b b O I- I- % O I- % O I- I- % O b b O I- I- I- I- I- I- I- I- I- I- O I- I- b b O I- I- I- I- I- I- I- I- I- I- I- I- I- I- I- I- I- I- I- I- I- I- sd sd O b b O I- I- I- I- I- I- I- I- I- I- I- I- I- I- sd O I- b b O I- sd sd O b I- I- b O I- I- I- I- I- I- I- I- I- I- I- % O I- % O I- I- sd O I- I- % O I- I- I- I- I- I- I- I- I- sd O b b O I- I- I- I- sd O I- I- ba I- I- % O b b O I- I- % I- I- I- I- I- I- I- I- I- I- I- sd sd O I- I- I- I- I- I- sd O bk b O I- I- sd sd",0,5,1,4,0,5,0,5,0,5,1,4,0,5,4,1,5,0,5,0,1,4,0,5,0,5,0,5,5,0,5,0,3,2,3,2,5,0,4,1,3,2,2,3,4,1,5,0,0,5,1,4,1,4,0,5,0,5,2,3,1,4,4,1,1,4,4,1,3,2,0,5,1,4,2,3,1,4,1,4,3,2
3,11,"sd fo_o_fw_""_by_bc fo_o_fw_""_by_bc I- I- I- I- I- I- sd I- I- sd I- % % O I- b b O I- I- I- I- I- I- I- I- I- sd sd O b b O I- I- I- I- I- I- I- I- I- I- I- O I- b b O I- I- I- I- sd sd O b I- I- I- I- I- qy I- I- I- I- I- I- I- qrr % O I- I- b^m b^m O bk b O I- I- I- I- I- I- sd I- I- I- I- I- I- I- sd I- I- I- sd I- I- I- I- I- % I- I- I- I- I- I- I- I- I- I- I- sd I- I- I- I- I- I- I- I- I- I- I- sd sd",1,4,0,5,2,3,1,4,2,3,0,5,5,0,0,5,5,0,4,1,1,4,0,5,2,3,0,5,5,0,3,2,2,3,4,1,5,0,5,0,4,1,2,3,5,0,5,0,2,3,0,5,2,3,1,4,1,4,0,5,0,5,5,0,0,5,2,3,2,3,5,0,5,0,4,1,2,3,3,2,5,0
3,12,sd I- I- I- I- I- I- I- I- I- I- I- I- I- I- sd sd O b b O I- I- I- I- sd I- I- I- I- I- I- I- I- I- I- sd I- I- I- I- sd O I- b b O I- I- I- I- sd sd O b I- I- I- I- % O I- I- I- I- sd I- I- I- I- I- I- sd I- I- I- I- I- I- I- I- I- I- I- I- sd I- I- I- I- I- I- I- I- I- I- I- I- I- I- I- I- I- I- I- I- I- I- I- I- I- I- I- I- I- I- I- I- I- I- I- I- I- I- I- I- I- I- I- I- I- I- I- I- sd O bk b O I- I- I- I- I- sd I- I- % O I- b b O I- I- I- I- I- I- sd I- I- I- I- I- I- I- I- I- I- I- I- I- I- I- I- I- I- I- I- I- I- I- I- I- I- I- sd I- I- I- I- I- I- I- I- O I- b b O I- I- I- I- I- I- I- sd sd O I- I- I- I- I- I- qy % I- I- I- I- I- I- I- I- I- I- I- qy I- I- I- O I- % O I- I- I- I- I- I- qy O I- I- O I- sd O I- I- I- I- sd sd O bk O I- I- I- I- I- I- I- sd I- % I- % I- I- I- I- I- I- sd I- I- I- I- I- sd I- I- I- I- I- I- I- I- sd I- % O I- % O I- % % O I- I- I- I- I- I- I- I- I- I- I- I- I- I- I- I- I- I- I- I- sd O bk b O I- I- I- I- I- O I- I- O I- I- O I- sd O I- sd O I- I- I- sd O I- I- O I- I- I- O I- I- I- O I- sd O I- I- sd O I- I- sd O I- sd sd O bk b O I- I- I- I- I- sd I- I- I- I- I- I- I- I- I- I- I- I- I- I- I- I- I- sd sd O bk I- bk b O % I- I- I- I- I- I- I- I- I- I- I- I- I- sd O I- b b b O I- I- I- I- I- I- I- I- I- I- I- I- I- sd O b b O I- I- O b b O I- % O I- I- I- I- I- qy I- % I- I- I- I- I- I- I- I- I- I- I- qy O I- I- I- I- sd O bk I- % O I- I- % O I- I- sd O I- % O I- I- I- I- I- I- sd sd O sd I- I- sd I- I- I- I- % O b b O I- I- I- I- I- sd sd O bk b O I- I- I- I- I- sd I- I- % O b b O I- I- I- I- I- I- I- sd O,1,4,1,4,1,4,0,5,0,5,1,4,0,5,5,0,5,0,5,0,0,5,1,4,1,4,1,4,4,1,5,0,3,2,3,2,4,1,5,0,3,2,4,1,5,0,4,1,0,5,1,4,2,3,2,3,0,5,2,3,0,5,3,2,1,4,0,5,0,5,0,5,0,5,3,2,2,3,5,0,4,1
3,13,"sd fo_o_fw_""_by_bc fo_o_fw_""_by_bc I- I- I- I- I- I- I- I- I- sd sd O O b b O I- I- I- I- I- I- I- sd sd O b b O I- I- % I- I- I- I- I- I- I- I- I- I- I- I- sd I- I- I- I- I- I- I- I- I- I- I- O O b b O I- I- I- I- I- I- I- I- sd sd O b b O I- I- % I- I- I- I- I- I- I- I- I- I- I- I- I- sd I- I- I- I- I- I- I- O b b O I- I- I- I- I- I- sd I- I- I- I- I- I- I- I- I- sd sd O b I- I- I- I- I- I- I- sd sd O I- I- I- I- % I- I- I- I- I- sd I- I- I- I- I- I- I- I- I- sd sd O bk sd O I- I- I- I- I- I- I- I- I- I- I- I- I- O O b b O I- I- I- I- I- I- I- I- I- sd O b b O I- I- sd sd O b b O I- I- I- I- I- I- I- I- I- I- I- I- I- I- I- I- I- sd sd O b b sd O I- I- I- I- I- I- I- I- I- I- sd I- I- I- I- sd I- I- I- I- I- I- I- I- I- I- I- I- I- I- sd sd O I- b b O I- I- I- qy sd O I- I- I- I- I- I- I- I- I- I- sd % O I- bk sd O I- I- I- I- I- I- I- I- I- I- I- I- % O b b O I- I- sd sd O b b O I- bk sd O I- I- I- sd % % O bk sd O b I- I- I- I- I- I- I- I- sd sd sd I- sv % O b sd O b sd O I- I- sd I- sd",2,3,0,5,0,5,2,3,0,5,0,5,5,0,0,5,4,1,4,1,2,3,1,4,1,4,1,4,5,0,4,1,4,1,3,2,5,0,5,0,4,1,4,1,3,2,5,0,2,3,1,4,3,2,1,4,1,4,0,5,4,1,3,2,3,2,4,1,3,2,5,0,5,0,2,3,4,1,2,3,3,2
3,14,"sd fo_o_fw_""_by_bc fo_o_fw_""_by_bc I- I- I- I- I- I- I- I- I- I- I- I- sd sd O I- % % O I- I- I- I- I- I- I- I- I- I- sd O b b O I- I- I- I- I- sd I- I- I- I- I- I- I- sd sd O b b O I- I- I- I- I- I- I- I- sd I- I- I- I- I- I- I- I- I- I- I- I- sd sd O b b O I- I- I- I- I- I- I- I- I- I- I- I- I- I- I- I- I- I- I- I- I- I- I- sd sd O b b O I- I- I- I- I- I- I- I- I- I- I- I- I- I- I- I- I- I- sd sd O b b O I- I- I- I- I- I- I- I- I- I- I- I- I- I- I- I- I- sd O b b O I- I- I- I- I- sd sd O b b O I- I- sd",1,4,0,5,0,5,1,4,0,5,1,4,0,5,5,0,3,2,5,0,0,5,0,5,0,5,1,4,5,0,5,0,4,1,2,3,4,1,5,0,1,4,3,2,5,0,5,0,1,4,0,5,4,1,2,3,0,5,2,3,0,5,5,0,0,5,0,5,0,5,0,5,0,5,3,2,2,3,3,2,1,4
4,1,"sd fo_o_fw_""_by_bc fo_o_fw_""_by_bc I- I- I- I- I- I- I- I- I- I- I- I- I- I- I- I- I- I- I- sd I- I- I- I- I- I- I- I- sd I- I- I- I- I- I- I- sd I- I- sd sd O I- I- I- I- I- I- I- I- I- I- I- I- I- I- I- I- I- I- qy^d sd O I- sd aa b b O I- I- I- I- I- I- I- I- I- I- I- I- I- I- % O I- I- I- I- % O I- I- I- I- I- I- I- I- I- I- sd sd % O I- I- I- % I- I- I- I- I- I- I- I- I- I- I- I- I- I- I- sd % I- I- I- I- I- I- I- I- I- I- I- I- I- I- I- sd sd O I- I- I- I- I- I- sd sd O b b O bk b O b sd",0,5,3,2,1,4,1,4,1,4,0,5,3,2,2,3,5,0,5,0,1,4,2,3,1,4,2,3,4,1,4,1,4,1,2,3,4,1,5,0,3,2,4,1,5,0,2,3,0,5,1,4,2,3,1,4,1,4,2,3,1,4,4,1,2,3,4,1,3,2,3,2,1,4,5,0,1,4,0,5,0,5
4,2,"sd I- fo_o_fw_""_by_bc I- I- I- I- I- I- I- I- I- I- I- I- I- I- I- I- I- sd I- I- % I- I- I- I- I- I- I- I- I- I- sd I- I- I- I- I- I- I- I- I- I- I- I- I- I- I- I- sd I- I- I- ^h ^h I- I- I- I- I- % I- % I- I- % I- I- I- I- I- I- I- I- I- I- I- I- I- I- I- I- I- I- I- I- I- I- I- I- sd sd O I- I- I- I- I- I- qo qo O I- I- I- % I- I- I- % I- I- I- I- I- I- I- sd sd O b I- I- I- I- I- I- I- I- I- I- O % % O I- I- I- qy O I- I- % O I- I- % O fa b O I- I- I- sd O I- % O I- % % O I- I- I- I- I- I- I- I- I- I- I- I- I- I- I- I- I- I- I- I- I- sd sd sd sd O b sd",0,5,2,3,0,5,1,4,1,4,1,4,5,0,0,5,4,1,5,0,0,5,4,1,1,4,2,3,3,2,4,1,3,2,0,5,4,1,5,0,4,1,4,1,4,1,2,3,0,5,4,1,2,3,1,4,1,4,0,5,3,2,3,2,3,2,4,1,4,1,5,0,5,0,5,0,3,2,0,5,3,2
4,3,"sd fo_o_fw_""_by_bc I- I- I- I- I- I- sd % % O I- % I- I- I- I- I- I- sd I- I- I- I- I- I- I- sd I- I- I- I- I- I- sd I- I- I- I- I- I- I- I- I- I- I- sd I- I- sd I- I- I- I- sd I- I- I- I- I- I- I- I- I- I- I- I- I- I- I- I- I- sd I- I- I- I- ^h I- ^h I- I- I- I- I- I- I- I- I- I- I- I- I- I- I- I- I- I- sd I- I- I- I- I- I- I- I- I- I- I- I- sd sd O I- I- I- I- I- I- I- I- I- I- I- I- I- I- qy^d qy O ny ny O I- I- sd sd O I- I- I- I- I- I- I- I- I- I- I- I- I- I- I- I- % I- I- I- I- I- I- I- O I- % % O I- I- % O I- sd sd O I- % O b b O I- I- I- I- % I- I- sd O bk b O I- I- I- sd sd O I- b % O I- I- I- I- I- I- I- I- I- I- I- I- I- I- I- I- sd sd O I- I- I- I- I- I- I- I- I- I- I- I- I- I- I- I- I- I- I- I- I- I- I- I- I- I- qy qy O ny ny O I- I- I- I- I- I- I- I- I- I- sd % % O b b O bk sd",0,5,2,3,0,5,0,5,0,5,0,5,4,1,1,4,5,0,5,0,1,4,0,5,1,4,0,5,5,0,5,0,5,0,5,0,5,0,5,0,5,0,4,1,5,0,5,0,1,4,0,5,3,2,4,1,1,4,0,5,0,5,5,0,1,4,2,3,2,3,4,1,3,2,1,4,1,4,2,3,5,0
4,4,"sd fo_o_fw_""_by_bc fo_o_fw_""_by_bc fo_o_fw_""_by_bc O I- % O I- % O I- I- I- I- I- I- I- I- sd sd O b I- I- I- I- I- I- I- I- I- I- I- I- sd sd sd I- I- I- I- % O I- % O I- % O I- I- I- I- sd sd sd sd O I- I- I- I- I- % I- I- I- I- I- I- I- I- I- sd sd sd I- I- I- I- I- I- I- I- I- I- I- I- I- sd sd I- I- I- % I- % I- I- I- I- I- I- I- I- I- I- I- I- sd sd sd I- I- I- I- I- I- I- I- I- I- I- I- I- I- I- I- I- I- I- I- I- I- sd sd O I- I- I- I- I- I- I- I- I- I- I- I- I- I- I- I- I- I- I- I- I- I- sd O I- % I- b b b O I- I- I- I- sd sd sd O b I- I- % I- I- I- I- I- I- I- I- I- I- I- I- I- % O b b O I- I- I- I- I- I- I- I- I- I- I- sd I- I- I- I- I- I- I- I- sd sd O b I- I- I- I- I- I- I- I- I- I- I- I- I- I- I- I- I- I- I- I- sd sd O b I- % I- I- I- I- % I- I- I- I- sd sd O b b sd",0,5,0,5,2,3,0,5,1,4,0,5,4,1,1,4,5,0,5,0,1,4,1,4,4,1,1,4,3,2,5,0,2,3,3,2,3,2,5,0,3,2,3,2,5,0,5,0,0,5,0,5,2,3,3,2,2,3,0,5,3,2,3,2,1,4,1,4,2,3,2,3,4,1,2,3,4,1,3,2,4,1
4,5,"sd I- fo_o_fw_""_by_bc I- I- I- I- I- I- I- I- ^h fo_o_fw_""_by_bc I- I- I- I- I- I- I- I- I- I- I- sd sd O b sd O I- I- I- I- I- I- I- I- I- I- I- I- I- I- I- I- I- I- I- I- I- I- I- sd I- I- I- I- I- I- I- I- I- sd O I- b b O I- I- sd I- I- I- I- I- I- I- I- I- I- I- I- sd I- I- I- I- I- I- I- I- I- O I- I- sd O b b O I- % % O I- I- I- I- I- I- I- I- I- I- I- I- I- I- sd I- I- I- I- I- I- O I- b b b O I- I- sd I- I- I- % I- I- I- I- I- I- sd sd O bk b O I- I- % % O I- % O I- % O I- % % O I- I- I- I- I- I- I- I- I- I- O I- I- ^2 % O I- I- sd O I- % O I- I- I- sd O I- b I- I- I- I- I- I- I- I- I- I- sd I- I- I- I- sd I- I- I- I- I- sd O I- I- I- I- I- I- I- I- sd O b b O I- I- I- O I- % O sd sd O I- I- % I- I- sd b O I- % sd I- I- I- ^h ^h I- I- I- I- I- I- I- I- I- O I- b b O I- I- I- I- I- I- I- I- I- I- I- I- I- I- sd sd O b sd",0,5,1,4,0,5,0,5,0,5,4,1,0,5,4,1,4,1,5,0,0,5,1,4,0,5,2,3,4,1,5,0,3,2,3,2,4,1,4,1,1,4,0,5,5,0,3,2,0,5,0,5,1,4,1,4,0,5,5,0,2,3,3,2,0,5,2,3,1,4,0,5,0,5,1,4,0,5,2,3,1,4
4,6,"sd fo_o_fw_""_by_bc fo_o_fw_""_by_bc I- I- I- I- I- sd sd I- I- I- I- I- I- I- I- I- I- I- I- I- I- I- I- I- sd I- I- I- I- I- I- I- I- I- I- I- I- I- sd sd sd O b b O b I- I- I- I- I- I- I- I- sd I- I- I- I- I- I- I- I- sd sd O I- b b O I- I- I- I- I- I- I- I- I- I- I- I- I- I- I- I- I- I- I- I- I- I- I- I- I- I- I- I- sd sd O b sd",0,5,1,4,3,2,0,5,0,5,1,4,0,5,5,0,2,3,5,0,2,3,1,4,2,3,0,5,2,3,5,0,2,3,3,2,2,3,5,0,0,5,2,3,3,2,5,0,1,4,0,5,0,5,1,4,0,5,3,2,2,3,4,1,0,5,2,3,1,4,0,5,0,5,3,2,2,3,4,1,4,1
4,7,"sd fo_o_fw_""_by_bc fo_o_fw_""_by_bc fo_o_fw_""_by_bc I- I- I- I- I- I- I- I- I- I- I- I- I- sd I- I- I- I- I- I- I- I- sd I- I- I- % O O b b O I- I- I- I- I- I- I- sd sd O b sd O I- I- I- I- I- sd sd O I- b b O I- I- I- % I- % I- I- I- I- I- I- I- I- I- I- I- I- I- I- I- I- sd O I- b b O I- I- I- % I- I- I- I- I- I- I- sd O I- b b O I- I- I- I- I- I- I- I- sd I- I- I- I- I- sd sd % O I- I- % I- I- I- sd sd O I- I- % I- ny I- I- I- I- I- I- sd I- I- I- % I- I- I- I- I- I- I- I- sd sd I- I- I- I- I- sd I- I- sd I- I- I- I- I- I- sd I- % O b sd O I- I- I- I- I- I- sd sd O b I- I- I- I- I- I- I- I- I- I- I- I- I- I- % I- I- I- I- I- I- I- I- I- I- I- qy qy O I- aa aa aa I- I- % O bk b O I- I- I- I- I- I- I- I- I- I- I- I- I- I- I- I- sd sd O I- % % O I- I- I- % I- I- I- I- % I- I- I- I- I- I- I- I- I- I- I- I- sd O b b O I- sd O b b O I- I- I- I- I- I- I- I- sd sd O I- b b b O I- I- I- I- I- I- sd sd O b b O I- I- I- I- I- I- I- I- I- I- % O I- b b b O I- I- I- I- I- I- I- I- I- I- sd O I- I- I- sd O I- I- I- I- I- I- I- I- I- I- sd sd O I- I- I- I- % % O I- I- I- I- I- I- I- I- I- I- I- I- I- I- I- I- I- I- I- I- I- I- I- I- I- I- I- I- I- I- I- I- I- I- I- I- I- I- I- sd sd O b b O I- I- sd O I- I- O I- b O I- % % O I- I- I- I- I- sd I- I- I- I- I- sd O I- I- I- I- I- I- I- ^2 % O I- I- I- I- b^m aa aa I- I- I- I- I- I- I- I- I- I- I- I- I- I- I- I- sd sd O b b b I- I- ad sd",0,5,0,5,0,5,0,5,0,5,0,5,0,5,5,0,5,0,5,0,0,5,0,5,0,5,0,5,5,0,5,0,3,2,3,2,5,0,5,0,4,1,3,2,5,0,5,0,0,5,0,5,1,4,2,3,0,5,1,4,2,3,4,1,2,3,1,4,2,3,0,5,0,5,1,4,1,4,4,1,5,0
4,8,"sd I- fo_o_fw_""_by_bc I- I- I- I- sd I- I- I- I- I- I- I- I- I- I- sd sd O I- b % O b I- I- I- I- I- I- I- I- ad ^h fo_o_fw_""_by_bc sd I- I- I- I- I- I- I- I- I- I- I- I- I- I- sd I- I- I- I- I- I- I- I- I- I- I- I- I- I- I- I- I- I- I- I- I- I- I- I- I- I- I- I- I- I- I- sd sd I- I- I- I- I- I- I- ad I- I- I- I- I- I- I- I- ad O b b O I- I- I- I- I- sd I- I- I- I- I- I- I- I- I- I- I- sd sd I- I- I- I- I- I- I- I- I- I- I- I- I- I- I- I- sd O b b O I- I- I- sd sd O b sd O I- I- I- I- I- I- I- sd I- I- I- I- I- I- I- I- I- I- I- I- I- I- I- I- I- I- I- sd sd O I- % b b O I- I- I- I- I- I- I- I- I- I- I- I- I- I- I- I- sd sd O b b O I- I- I- I- I- I- I- I- I- I- I- I- I- I- I- % O b I- I- I- % O I- I- I- sd O I- % O I- sd sd O I- I- I- I- sd I- I- I- I- I- I- I- I- I- I- I- sd O I- I- % O I- sd O I- % O I- % % O I- I- I- I- I- I- I- I- I- I- I- I- sd O I- I- % % O I- I- I- I- sd I- I- I- I- I- I- I- I- I- I- I- O b b O I- I- I- I- I- I- sd sd O bk I- I- I- I- % I- I- I- I- I- I- sd I- I- O I- b O I- I- I- sd I- sd I- sd sd sd O I- % I- I- I- I- I- I- I- I- I- I- I- I- I- I- sd I- I- I- I- I- I- I- I- I- I- I- I- I- I- I- I- I- I- I- sd I- sd O I- I- I- I- % O I- % O I- sd O I- I- % O I- I- I- I- sd sd O I- I- I- I- I- I- sd % b b O bk b O I- I- I- I- I- % O I- I- I- I- I- I- O I- % O I- sd O I- I- I- O I- % % O I- sd sd I- I- I- I- I- I- I- I- I- I- O I- % % O I- I- I- I- I- sd I- I- I- I- I- I- sd I- I- I- I- I- I- sd sd O bk I- I- I- I- I- I- I- I- sd I- I- sd I- I- I- I- I- I- I- I- I- I- I- sd I- I- I- I- I- I- I- I- I- I- O b b O I- I- I- I- I- I- I- I- I- I- I- I- I- I- I- I- I- I- I- sd O b b O I- sd sd O I- b O I- I- bh qy O ny sd O I- I- I- I- I- I- I- I- I- qy^d qy^d sd O ny I- I- sd I- I- I- I- I- I- I- I- sd sd O b sd O I- I- I- I- I- I- I- I- I- I- I- I- I- I- I- I- I- I- I- I- I- I- I- I- O I- % b b O I- I- I- I- I- I- I- I- I- I- I- I- sd I- I- I- I- I- I- I- I- I- sd I- I- I- I- I- O I- b b O I- I- I- I- I- I- I- I- I- I- O b b O I- sd O I- % % O I- I- % O I- I- I- I- I- I- I- I- I- I- I- I- sd O I- I- I- ^2 O I- I- I- I- sd O I- % O I- sd O I- % O I- I- O I- I- I- I- I- I- sd I- I- I- I- I- I- I- I- I- I- I- I- I- I- I- sd sd sd O I- ba I- I- I- I- qy qy O ny I- I- I- I- I- I- I- I- I- I- I- I- I- I- I- I- I- I- I- I- I- I- I- sd sd O b I- I- % O I- I- O I- I- O I- I- % O I- I- O I- I- % O I- I- I- sd sd",0,5,4,1,0,5,1,4,0,5,4,1,0,5,5,0,3,2,5,0,2,3,1,4,4,1,0,5,3,2,4,1,1,4,4,1,3,2,3,2,3,2,2,3,5,0,2,3,2,3,1,4,2,3,1,4,0,5,5,0,3,2,2,3,2,3,4,1,3,2,0,5,0,5,2,3,0,5,1,4,3,2
4,9,"sd I- fo_o_fw_""_by_bc I- I- I- I- I- I- I- I- I- I- I- I- I- I- I- I- I- sd I- I- % I- I- I- I- I- I- I- I- I- I- sd sd O I- I- I- O I- I- % O I- sd sd O I- sd % O I- I- sd sd I- I- I- I- sd O b b O I- I- I- I- I- I- I- sd sd O I- % % I- I- fa I- I- I- sd sd O b b O I- I- I- I- ^h ^h I- I- I- I- I- I- I- I- I- I- I- sd O b I- I- I- O % % O sd sd O I- I- % % O I- I- I- I- O I- I- O I- % O sd sd O I- sd O b b O I- % O I- % O I- sd sd O I- I- I- I- I- I- I- I- I- I- sd I- I- I- I- I- I- I- I- I- I- I- I- I- I- I- I- I- sd sd O b b O b b O I- % % O I- I- I- I- I- I- % I- I- I- I- I- I- I- I- I- I- I- sd sd I- I- I- I- I- I- I- I- I- I- I- I- I- I- I- I- O b b O I- I- I- I- I- I- I- I- I- I- I- I- I- I- I- sd sd O b b O I- I- I- I- I- I- I- sd % O b b sd",1,4,0,5,1,4,1,4,0,5,0,5,5,0,0,5,5,0,5,0,0,5,1,4,0,5,2,3,5,0,5,0,4,1,4,1,4,1,5,0,4,1,0,5,5,0,5,0,0,5,0,5,4,1,2,3,1,4,0,5,0,5,5,0,0,5,4,1,3,2,5,0,5,0,3,2,2,3,0,5,1,4
